group,skill,assignment_number,participant_id_1,participant_id_2,feedback_1,feedback_2,sim
9-12,Correctness,552.0,9,10,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,552.0,9,11,No comment supplied,"added a graph view, core and challenging tasks completed",0.10002865
9-12,Correctness,552.0,9,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,552.0,10,11,No comment supplied,"added a graph view, core and challenging tasks completed",0.10002865
9-12,Correctness,552.0,10,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,552.0,11,12,"added a graph view, core and challenging tasks completed",No comment supplied,0.10002865
9-12,Correctness,541.0,9,10,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,541.0,9,11,No comment supplied,very creative and completes all core and challenging tasks,0.033330224
9-12,Correctness,541.0,9,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,541.0,10,11,No comment supplied,very creative and completes all core and challenging tasks,0.033330224
9-12,Correctness,541.0,10,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,541.0,11,12,very creative and completes all core and challenging tasks,No comment supplied,0.033330224
9-12,Correctness,173.0,9,10,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,173.0,9,11,No comment supplied,core and challenging tasks completed,0.047037452
9-12,Correctness,173.0,9,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,173.0,10,11,No comment supplied,core and challenging tasks completed,0.047037452
9-12,Correctness,173.0,10,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,173.0,11,12,core and challenging tasks completed,No comment supplied,0.047037452
9-12,Correctness,55.0,9,10,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,55.0,9,11,No comment supplied,core and challenging tasks completed ,0.047037452
9-12,Correctness,55.0,9,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,55.0,10,11,No comment supplied,core and challenging tasks completed ,0.047037452
9-12,Correctness,55.0,10,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,55.0,11,12,core and challenging tasks completed ,No comment supplied,0.047037452
9-12,Correctness,198.0,9,10,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,198.0,9,11,No comment supplied,"very creative, good additions to project such as showing diseased and norma animals, core and challenging tasks completed",0.03919277
9-12,Correctness,198.0,9,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,198.0,10,11,No comment supplied,"very creative, good additions to project such as showing diseased and norma animals, core and challenging tasks completed",0.03919277
9-12,Correctness,198.0,10,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,198.0,11,12,"very creative, good additions to project such as showing diseased and norma animals, core and challenging tasks completed",No comment supplied,0.03919277
9-12,Correctness,207.0,9,10,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,207.0,9,11,No comment supplied,all core and challenging tasks completed,0.046298113
9-12,Correctness,207.0,9,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,207.0,10,11,No comment supplied,all core and challenging tasks completed,0.046298113
9-12,Correctness,207.0,10,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,207.0,11,12,all core and challenging tasks completed,No comment supplied,0.046298113
9-12,Correctness,495.0,9,10,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,495.0,9,11,No comment supplied,simulation is not very clear,0.09532572
9-12,Correctness,495.0,9,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,495.0,10,11,No comment supplied,simulation is not very clear,0.09532572
9-12,Correctness,495.0,10,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,495.0,11,12,simulation is not very clear,No comment supplied,0.09532572
9-12,Correctness,537.0,9,10,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,537.0,9,11,No comment supplied,"code does not compile and does not run on blue j, crashes the application as it continues to open a lot of folders",0.06354383
9-12,Correctness,537.0,9,12,No comment supplied,does not compile,0.13401234
9-12,Correctness,537.0,10,11,No comment supplied,"code does not compile and does not run on blue j, crashes the application as it continues to open a lot of folders",0.06354383
9-12,Correctness,537.0,10,12,No comment supplied,does not compile,0.13401234
9-12,Correctness,537.0,11,12,"code does not compile and does not run on blue j, crashes the application as it continues to open a lot of folders",does not compile,0.42168447
9-12,Correctness,496.0,9,10,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,496.0,9,11,No comment supplied,does not compile,0.13401234
9-12,Correctness,496.0,9,12,No comment supplied,does not compile,0.13401234
9-12,Correctness,496.0,10,11,No comment supplied,does not compile,0.13401234
9-12,Correctness,496.0,10,12,No comment supplied,does not compile,0.13401234
9-12,Correctness,496.0,11,12,does not compile,does not compile,1.0
9-12,Correctness,117.0,9,10,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,117.0,9,11,No comment supplied,core tasks and challenging tasks completed ,0.020733664
9-12,Correctness,117.0,9,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,117.0,10,11,No comment supplied,core tasks and challenging tasks completed ,0.020733664
9-12,Correctness,117.0,10,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,117.0,11,12,core tasks and challenging tasks completed ,No comment supplied,0.020733664
9-12,Correctness,69.0,9,10,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,69.0,9,11,No comment supplied,core and challenging tasks completed,0.047037452
9-12,Correctness,69.0,9,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,69.0,10,11,No comment supplied,core and challenging tasks completed,0.047037452
9-12,Correctness,69.0,10,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,69.0,11,12,core and challenging tasks completed,No comment supplied,0.047037452
9-12,Correctness,171.0,9,10,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,171.0,9,11,No comment supplied,"all core and challenging tasks completed, added a menu to the GUI ",0.06251937
9-12,Correctness,171.0,9,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,171.0,10,11,No comment supplied,"all core and challenging tasks completed, added a menu to the GUI ",0.06251937
9-12,Correctness,171.0,10,12,No comment supplied,No comment supplied,0.99999994
9-12,Correctness,171.0,11,12,"all core and challenging tasks completed, added a menu to the GUI ",No comment supplied,0.06251937
9-12,Code Elegance,97.0,9,10,No comment supplied,No comment supplied,0.99999994
9-12,Code Elegance,97.0,9,11,No comment supplied,Good usage of organism abstract class. animals extend prey or predator class which allows for code to not be rewritten,-0.039942443
9-12,Code Elegance,97.0,9,12,No comment supplied,No comment supplied,0.99999994
9-12,Code Elegance,97.0,10,11,No comment supplied,Good usage of organism abstract class. animals extend prey or predator class which allows for code to not be rewritten,-0.039942443
9-12,Code Elegance,97.0,10,12,No comment supplied,No comment supplied,0.99999994
9-12,Code Elegance,97.0,11,12,Good usage of organism abstract class. animals extend prey or predator class which allows for code to not be rewritten,No comment supplied,-0.039942443
